EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
1880,36,Female,Sales,"Sales Executive",2,5673,3,10,3,3,Yes,No,41.2,6924,-1251,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
983,38,Female,Sales,"Sales Executive",2,5666,3,5,4,3,Yes,No,40.9,6924,-1258,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1436,36,Female,Sales,"Sales Executive",2,5647,3,3,1,2,No,No,40.6,6924,-1277,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1967,31,Male,Sales,"Sales Executive",2,5617,3,10,4,3,Yes,Yes,40.3,6924,-1307,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
382,38,Female,Sales,"Sales Executive",2,5605,4,8,1,3,Yes,No,40,6924,-1319,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1117,45,Female,Sales,"Sales Executive",2,5593,3,15,3,3,No,No,39.7,6924,-1331,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1945,35,Male,Sales,"Sales Executive",2,5561,3,5,1,1,No,No,39.1,6924,-1363,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
690,29,Female,Sales,"Sales Executive",2,5561,3,6,3,2,No,No,39.1,6924,-1363,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1908,36,Male,Sales,"Sales Executive",2,5507,3,4,2,1,No,No,38.8,6924,-1417,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1670,33,Male,Sales,"Sales Executive",2,5505,3,6,4,3,No,No,38.5,6924,-1419,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1924,33,Male,Sales,"Sales Executive",2,5487,3,10,3,2,No,No,38.2,6924,-1437,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1466,48,Male,Sales,"Sales Executive",2,5486,3,2,1,3,No,No,37.8,6924,-1438,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
420,32,Male,Sales,"Sales Executive",2,5484,3,13,3,2,No,No,37.5,6924,-1440,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1673,31,Female,Sales,"Sales Executive",2,5476,3,10,4,3,No,No,37.2,6924,-1448,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
91,59,Female,Sales,"Sales Executive",2,5473,3,4,3,2,No,No,36.6,6924,-1451,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1548,40,Male,Sales,"Sales Executive",2,5473,3,8,1,4,No,No,36.6,6924,-1451,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1784,31,Female,Sales,"Sales Executive",2,5468,3,12,4,3,No,No,36.3,6924,-1456,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
653,31,Male,Sales,"Sales Executive",2,5460,4,7,4,4,No,No,36,6924,-1464,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
68,44,Female,Sales,"Sales Executive",2,5454,4,4,1,2,Yes,No,35.7,6924,-1470,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
120,51,Male,Sales,"Sales Executive",2,5441,4,10,4,1,Yes,No,35.4,6924,-1483,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1645,35,Male,Sales,"Sales Executive",2,5440,3,2,4,2,Yes,Yes,35.1,6924,-1484,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
2036,36,Male,Sales,"Sales Executive",2,5406,4,15,4,2,No,No,34.8,6924,-1518,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
732,60,Male,Sales,"Sales Executive",2,5405,3,2,1,3,No,No,34.5,6924,-1519,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
722,32,Male,Sales,"Sales Executive",2,5396,3,10,4,2,No,No,34.2,6924,-1528,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
2065,49,Male,Sales,"Sales Executive",2,5390,3,9,2,2,No,No,33.8,6924,-1534,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1935,56,Female,Sales,"Sales Executive",2,5380,3,0,1,3,No,No,33.5,6924,-1544,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
52,33,Female,Sales,"Sales Executive",2,5376,3,5,1,3,No,No,33.2,6924,-1548,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1681,33,Female,Sales,"Sales Executive",2,5368,4,6,4,3,Yes,No,32.9,6924,-1556,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1188,43,Female,Sales,"Sales Executive",2,5346,3,4,3,2,No,Yes,32.6,6924,-1578,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
2041,38,Female,Sales,"Sales Executive",2,5343,3,10,4,3,No,No,32.3,6924,-1581,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
621,34,Male,Sales,"Sales Executive",2,5337,3,10,4,3,No,No,32,6924,-1587,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1613,31,Male,Sales,"Sales Executive",2,5332,3,5,1,3,No,No,31.7,6924,-1592,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
796,26,Male,Sales,"Sales Executive",2,5326,3,4,1,2,No,Yes,31.4,6924,-1598,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
819,33,Female,Sales,"Sales Executive",2,5324,3,3,1,3,No,Yes,31.1,6924,-1600,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
502,34,Male,Sales,"Sales Executive",2,5304,3,5,4,2,Yes,Yes,30.5,6924,-1620,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
747,30,Male,Sales,"Sales Executive",2,5304,4,8,4,2,No,No,30.5,6924,-1620,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1479,30,Male,Sales,"Sales Executive",2,5301,3,2,3,2,No,No,30.2,6924,-1623,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
476,26,Male,Sales,"Sales Executive",2,5296,3,8,3,3,No,No,29.8,6924,-1628,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
498,28,Male,Sales,"Sales Executive",2,5253,3,7,4,3,No,No,29.5,6924,-1671,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
361,38,Male,Sales,"Sales Executive",2,5249,3,8,4,3,No,No,29.2,6924,-1675,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
445,39,Female,Sales,"Sales Executive",2,5238,3,1,3,2,Yes,Yes,28.9,6924,-1686,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
436,32,Female,Sales,"Sales Executive",2,5228,3,13,2,3,Yes,No,28.6,6924,-1696,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1233,60,Male,Sales,"Sales Executive",2,5220,3,11,4,3,Yes,No,28.3,6924,-1704,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
121,30,Female,Sales,"Sales Executive",2,5209,3,11,2,2,Yes,No,28,6924,-1715,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1962,35,Female,Sales,"Sales Executive",2,5204,3,10,4,3,Yes,No,27.7,6924,-1720,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1254,59,Female,Sales,"Sales Executive",2,5171,3,6,4,3,No,No,27.4,6924,-1753,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
842,55,Male,Sales,"Sales Executive",2,5160,3,9,4,2,No,Yes,27.1,6924,-1764,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
1171,42,Male,Sales,"Sales Executive",2,5155,3,6,1,4,No,No,26.8,6924,-1769,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1845,45,Female,Sales,"Sales Executive",2,5154,4,8,3,4,No,No,26.5,6924,-1770,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1756,33,Female,Sales,"Sales Executive",2,5147,3,11,2,2,No,No,26.2,6924,-1777,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1943,42,Male,Sales,"Sales Executive",2,5087,3,0,4,3,Yes,No,25.8,6924,-1837,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
990,36,Male,Sales,"Sales Executive",2,5079,3,7,4,3,No,No,25.5,6924,-1845,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1371,27,Male,Sales,"Sales Executive",2,5071,4,6,4,3,No,No,25.2,6924,-1853,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
125,32,Male,Sales,"Sales Executive",2,5010,3,11,3,3,No,No,24.9,6924,-1914,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
240,45,Female,Sales,"Sales Executive",2,5006,3,5,1,4,Yes,No,24.6,6924,-1918,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
128,24,Female,Sales,"Sales Executive",2,4999,4,3,3,2,No,No,24.3,6924,-1925,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1731,47,Male,Sales,"Sales Executive",2,4978,3,1,2,1,No,No,24,6924,-1946,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1037,26,Male,Sales,"Sales Executive",2,4969,3,2,1,3,No,Yes,23.7,6924,-1955,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1137,35,Male,Sales,"Sales Executive",2,4968,3,5,4,3,No,No,23.4,6924,-1956,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
728,47,Male,Sales,"Sales Executive",2,4960,3,7,1,3,No,No,23.1,6924,-1964,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1240,25,Male,Sales,"Sales Executive",2,4950,3,4,4,3,No,No,22.8,6924,-1974,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
500,51,Female,Sales,"Sales Executive",2,4936,3,7,4,2,No,No,22.5,6924,-1988,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
916,28,Male,Sales,"Sales Executive",2,4908,3,4,4,3,No,No,22.2,6924,-2016,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
2018,25,Female,Sales,"Sales Executive",2,4907,4,5,3,2,Yes,No,21.5,6924,-2017,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
387,42,Male,Sales,"Sales Executive",2,4907,4,20,3,3,No,No,21.5,6924,-2017,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1507,28,Male,Sales,"Sales Executive",2,4898,3,4,1,3,No,No,21.2,6924,-2026,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
620,35,Female,Sales,"Sales Executive",2,4859,3,5,3,3,No,No,20.9,6924,-2065,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
707,25,Male,Sales,"Sales Executive",2,4851,4,3,2,3,No,No,20.6,6924,-2073,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
2046,45,Female,Sales,"Sales Executive",2,4850,3,5,3,3,No,No,20.3,6924,-2074,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
606,45,Male,Sales,"Sales Executive",2,4805,3,8,2,4,No,No,20,6924,-2119,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
846,28,Female,Sales,"Sales Executive",2,4779,4,8,2,3,Yes,No,19.4,6924,-2145,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1428,30,Female,Sales,"Sales Executive",2,4779,3,3,1,3,No,No,19.4,6924,-2145,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1481,44,Female,Sales,"Sales Executive",2,4768,3,1,3,2,No,No,19.1,6924,-2156,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1478,34,Male,Sales,"Sales Executive",2,4759,3,13,1,3,No,No,18.8,6924,-2165,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
475,30,Female,Sales,"Sales Executive",2,4736,3,2,3,4,Yes,No,18.5,6924,-2188,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1113,50,Male,Sales,"Sales Executive",2,4728,3,0,3,3,Yes,Yes,18.2,6924,-2196,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1387,28,Male,Sales,"Sales Executive",2,4724,3,5,1,3,No,No,17.8,6924,-2200,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
600,35,Male,Sales,"Sales Executive",2,4717,3,11,3,3,No,No,17.5,6924,-2207,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
631,32,Male,Sales,"Sales Executive",2,4707,3,4,3,3,No,Yes,17.2,6924,-2217,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1836,26,Male,Sales,"Sales Executive",2,4684,3,5,4,3,No,No,16.9,6924,-2240,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
446,33,Male,Sales,"Sales Executive",2,4682,3,7,4,2,No,No,16.6,6924,-2242,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
195,32,Male,Sales,"Sales Executive",2,4668,3,8,4,4,No,No,16.3,6924,-2256,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
469,29,Male,Sales,"Sales Executive",2,4649,3,4,3,2,No,No,16,6924,-2275,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1853,32,Male,Sales,"Sales Executive",2,4648,3,0,4,4,No,No,15.7,6924,-2276,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
714,27,Female,Sales,"Sales Executive",2,4647,4,6,4,3,Yes,No,15.4,6924,-2277,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1598,40,Female,Sales,"Sales Executive",2,4639,3,5,1,3,No,No,14.8,6924,-2285,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1362,36,Female,Sales,"Sales Executive",2,4639,3,15,1,2,No,No,14.8,6924,-2285,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1380,35,Female,Sales,"Sales Executive",2,4614,3,4,3,2,Yes,Yes,14.5,6924,-2310,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
975,35,Female,Sales,"Sales Executive",2,4601,3,5,3,3,No,No,14.2,6924,-2323,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1489,34,Female,Sales,"Sales Executive",2,4599,4,15,2,4,Yes,Yes,13.8,6924,-2325,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1503,47,Female,Sales,"Sales Executive",2,4591,3,5,3,2,Yes,No,13.5,6924,-2333,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1667,35,Male,Sales,"Sales Executive",2,4581,4,11,4,4,Yes,Yes,13.2,6924,-2343,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
720,24,Female,Sales,"Sales Executive",2,4577,3,2,3,3,No,Yes,12.9,6924,-2347,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
60,34,Male,Sales,"Sales Executive",2,4568,4,9,3,3,No,No,12.6,6924,-2356,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
175,31,Female,Sales,"Sales Executive",2,4559,3,2,3,3,Yes,Yes,12.3,6924,-2365,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
388,29,Male,Sales,"Sales Executive",2,4554,3,10,4,2,No,No,12,6924,-2370,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1220,33,Female,Sales,"Sales Executive",2,4539,3,10,3,2,No,No,11.7,6924,-2385,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1281,34,Female,Sales,"Sales Executive",2,4538,3,3,1,3,Yes,No,11.4,6924,-2386,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
903,47,Female,Sales,"Sales Executive",2,4537,4,7,4,3,Yes,No,11.1,6924,-2387,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1757,49,Female,Sales,"Sales Executive",2,4507,3,5,4,4,No,No,10.8,6924,-2417,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
527,25,Female,Sales,"Sales Executive",2,4487,3,5,4,3,Yes,No,10.5,6924,-2437,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
437,27,Male,Sales,"Sales Executive",2,4478,3,5,3,3,Yes,No,10.2,6924,-2446,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
333,32,Male,Sales,"Sales Executive",2,4465,3,3,4,3,No,No,9.8,6924,-2459,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1995,38,Male,Sales,"Sales Executive",2,4440,3,15,2,3,No,No,9.5,6924,-2484,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
859,32,Male,Sales,"Sales Executive",2,4403,3,5,4,2,No,No,9.2,6924,-2521,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1909,41,Female,Sales,"Sales Executive",2,4393,4,5,2,3,No,No,8.9,6924,-2531,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1612,45,Male,Sales,"Sales Executive",2,4385,3,10,1,3,No,No,8.6,6924,-2539,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1477,33,Male,Sales,"Sales Executive",2,4373,3,4,1,3,No,No,8.3,6924,-2551,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
800,27,Male,Sales,"Sales Executive",2,4342,3,4,4,3,No,No,8,6924,-2582,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1212,40,Male,Sales,"Sales Executive",2,4327,3,0,2,3,No,No,7.7,6924,-2597,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
100,35,Male,Sales,"Sales Executive",2,4312,3,15,1,3,No,No,7.4,6924,-2612,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
618,26,Male,Sales,"Sales Executive",2,4306,3,0,3,3,No,No,7.1,6924,-2618,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1114,33,Female,Sales,"Sales Executive",2,4302,3,3,2,3,No,No,6.8,6924,-2622,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
956,26,Male,Sales,"Sales Executive",2,4294,3,7,1,3,No,No,6.5,6924,-2630,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
684,45,Female,Sales,"Sales Executive",2,4286,3,1,1,3,No,Yes,6.2,6924,-2638,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
507,24,Female,Sales,"Sales Executive",2,4260,3,5,3,4,Yes,No,5.8,6924,-2664,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
885,25,Male,Sales,"Sales Executive",2,4256,3,5,1,4,No,No,5.5,6924,-2668,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
650,31,Male,Sales,"Sales Executive",2,4233,3,3,1,1,No,Yes,5.2,6924,-2691,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
129,28,Male,Sales,"Sales Executive",2,4221,3,5,3,4,No,No,4.9,6924,-2703,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1583,38,Female,Sales,"Sales Executive",2,4198,3,3,2,4,No,No,4.6,6924,-2726,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
879,25,Male,Sales,"Sales Executive",2,4194,3,5,1,3,Yes,No,4.3,6924,-2730,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1787,37,Male,Sales,"Sales Executive",2,4189,3,5,2,3,No,No,4,6924,-2735,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1669,29,Male,Sales,"Sales Executive",2,4187,3,10,2,2,Yes,No,3.7,6924,-2737,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1003,47,Female,Sales,"Sales Executive",2,4163,3,9,4,3,Yes,No,3.4,6924,-2761,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1445,24,Female,Sales,"Sales Executive",2,4162,3,5,3,3,Yes,No,3.1,6924,-2762,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
72,26,Female,Sales,"Sales Executive",2,4157,3,2,4,2,Yes,No,2.8,6924,-2767,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1812,39,Male,Sales,"Sales Executive",2,4127,3,2,4,3,No,No,2.5,6924,-2797,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1211,30,Male,Sales,"Sales Executive",2,4115,3,4,1,3,No,No,2.2,6924,-2809,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1965,27,Male,Sales,"Sales Executive",2,4105,3,7,4,3,No,No,1.8,6924,-2819,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1349,41,Female,Sales,"Sales Executive",2,4103,3,9,1,3,No,No,1.5,6924,-2821,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1396,32,Male,Sales,"Sales Executive",2,4078,3,3,2,2,Yes,No,1.2,6924,-2846,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
595,48,Female,Sales,"Sales Executive",2,4051,3,9,4,3,No,No,0.9,6924,-2873,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
855,33,Male,Sales,"Sales Executive",2,4037,4,9,1,3,No,No,0.6,6924,-2887,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
709,38,Female,Sales,"Sales Executive",2,4028,4,7,4,3,No,No,0.3,6924,-2896,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1774,34,Male,Sales,"Sales Executive",2,4001,3,15,3,3,Yes,No,0,6924,-2923,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
783,45,Male,Sales,"Sales Representative",2,6632,3,8,3,3,No,No,100,2626,4006,Overpaid,Normal,4,"Top 25%",0
1835,38,Female,Sales,"Sales Representative",2,5405,4,4,4,2,Yes,No,98.8,2626,2779,Overpaid,Normal,4,"Top 25%",0
1710,36,Female,Sales,"Sales Representative",2,4502,3,13,4,2,No,No,97.6,2626,1876,Overpaid,Normal,4,"Top 25%",0
1439,25,Male,Sales,"Sales Representative",1,4400,3,3,1,3,No,Yes,96.3,2626,1774,Overpaid,Normal,4,"Top 25%",1
330,32,Female,Sales,"Sales Representative",1,3931,3,4,2,3,No,No,95.1,2626,1305,Overpaid,Normal,4,"Top 25%",0
738,50,Male,Sales,"Sales Representative",1,3875,3,2,2,3,No,No,93.9,2626,1249,Overpaid,Normal,4,"Top 25%",0
1864,27,Female,Sales,"Sales Representative",2,3540,4,9,3,3,No,No,92.7,2626,914,Overpaid,Normal,4,"Top 25%",0
2019,52,Male,Sales,"Sales Representative",1,3482,3,9,4,2,No,No,91.5,2626,856,Overpaid,Normal,4,"Top 25%",0
669,21,Male,Sales,"Sales Representative",1,3447,3,3,3,3,No,No,90.2,2626,821,Overpaid,Normal,4,"Top 25%",0
27,36,Male,Sales,"Sales Representative",1,3407,4,5,1,3,No,Yes,89,2626,781,Overpaid,Normal,4,"Top 25%",1
925,47,Female,Sales,"Sales Representative",1,3294,3,3,4,2,Yes,No,87.8,2626,668,Overpaid,Normal,4,"Top 25%",0
554,24,Female,Sales,"Sales Representative",1,3202,3,5,2,3,Yes,Yes,86.6,2626,576,Overpaid,Normal,4,"Top 25%",1
248,41,Female,Sales,"Sales Representative",1,3140,4,4,2,2,Yes,Yes,85.4,2626,514,Fair,Normal,4,"Top 25%",1
1996,31,Male,Sales,"Sales Representative",1,3067,3,2,3,3,No,No,84.1,2626,441,Fair,Normal,4,"Top 25%",0
667,27,Male,Sales,"Sales Representative",1,3041,3,4,1,3,No,Yes,82.9,2626,415,Fair,Normal,4,"Top 25%",1
585,30,Male,Sales,"Sales Representative",1,2983,3,3,2,3,No,No,81.7,2626,357,Fair,Normal,4,"Top 25%",0
467,47,Male,Sales,"Sales Representative",2,2976,3,0,3,3,No,No,80.5,2626,350,Fair,Normal,4,"Top 25%",0
900,37,Female,Sales,"Sales Representative",1,2973,3,5,4,3,No,No,79.3,2626,347,Fair,Normal,4,"Top 25%",0
2060,26,Female,Sales,"Sales Representative",1,2966,3,4,3,3,No,No,78,2626,340,Fair,Normal,4,"Top 25%",0
1486,28,Male,Sales,"Sales Representative",1,2909,3,3,3,4,No,Yes,76.8,2626,283,Fair,Normal,4,"Top 25%",1
893,38,Male,Sales,"Sales Representative",1,2899,3,2,2,3,No,No,75.6,2626,273,Fair,Normal,3,"Upper Mid 25%",0
1961,38,Male,Sales,"Sales Representative",1,2858,3,1,1,2,No,No,74.4,2626,232,Fair,Normal,3,"Upper Mid 25%",0
1875,28,Female,Sales,"Sales Representative",1,2856,3,1,2,3,No,No,73.2,2626,230,Fair,Normal,3,"Upper Mid 25%",0
485,33,Female,Sales,"Sales Representative",1,2851,3,1,3,3,Yes,Yes,72,2626,225,Fair,Normal,3,"Upper Mid 25%",1
1190,32,Female,Sales,"Sales Representative",1,2827,3,1,1,3,No,No,70.7,2626,201,Fair,Normal,3,"Upper Mid 25%",0
896,29,Female,Sales,"Sales Representative",1,2800,3,3,3,3,Yes,Yes,69.5,2626,174,Fair,Normal,3,"Upper Mid 25%",1
311,37,Male,Sales,"Sales Representative",1,2793,3,9,4,3,No,No,68.3,2626,167,Fair,Normal,3,"Upper Mid 25%",0
1135,31,Male,Sales,"Sales Representative",1,2791,3,2,4,3,No,No,67.1,2626,165,Fair,Normal,3,"Upper Mid 25%",0
399,31,Female,Sales,"Sales Representative",1,2789,3,2,2,2,No,No,65.9,2626,163,Fair,Normal,3,"Upper Mid 25%",0
1379,31,Female,Sales,"Sales Representative",1,2785,3,1,4,4,No,Yes,64.6,2626,159,Fair,Normal,3,"Upper Mid 25%",1
1657,20,Female,Sales,"Sales Representative",1,2783,3,2,3,3,No,No,63.4,2626,157,Fair,Normal,3,"Upper Mid 25%",0
1752,29,Female,Sales,"Sales Representative",1,2760,3,2,2,3,No,Yes,62.2,2626,134,Fair,Normal,3,"Upper Mid 25%",1
1680,20,Male,Sales,"Sales Representative",1,2728,3,2,1,3,No,No,61,2626,102,Fair,Normal,3,"Upper Mid 25%",0
494,21,Female,Sales,"Sales Representative",1,2716,3,1,2,3,No,Yes,59.8,2626,90,Fair,Normal,3,"Upper Mid 25%",1
47,50,Male,Sales,"Sales Representative",1,2683,3,3,3,3,Yes,Yes,58.5,2626,57,Fair,Normal,3,"Upper Mid 25%",1
1780,21,Male,Sales,"Sales Representative",1,2679,3,1,2,3,No,Yes,57.3,2626,53,Fair,Normal,3,"Upper Mid 25%",1
1226,20,Male,Sales,"Sales Representative",1,2678,3,2,4,3,No,No,56.1,2626,52,Fair,Normal,3,"Upper Mid 25%",0
1691,48,Female,Sales,"Sales Representative",1,2655,3,9,3,3,Yes,Yes,54.9,2626,29,Fair,Normal,3,"Upper Mid 25%",1
1556,36,Male,Sales,"Sales Representative",1,2644,4,3,4,2,Yes,No,53.7,2626,18,Fair,Normal,3,"Upper Mid 25%",0
749,29,Male,Sales,"Sales Representative",1,2642,3,1,3,3,No,No,52.4,2626,16,Fair,Normal,3,"Upper Mid 25%",0
484,21,Male,Sales,"Sales Representative",1,2610,4,3,4,2,No,No,51.2,2626,-16,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
666,34,Female,Sales,"Sales Representative",1,2579,3,8,3,3,Yes,No,50,2626,-47,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
805,35,Female,Sales,"Sales Representative",1,2572,3,3,4,2,No,No,48.8,2626,-54,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1364,27,Female,Sales,"Sales Representative",1,2534,3,1,4,3,No,No,47.6,2626,-92,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
508,30,Male,Sales,"Sales Representative",1,2476,3,1,2,3,No,No,46.3,2626,-150,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1554,35,Female,Sales,"Sales Representative",1,2430,4,5,3,3,No,No,45.1,2626,-196,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
